file;emitter;name;placa_extraida;placa_confianca;placa_origem;hodometro_extraido;hodometro_confianca;hodometro_origem
51260652501367000192550050000460211910969890.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAX6E36;98;"TRIB. APROX.: R$: 166,50 (FED), R$ 353,35 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 42CA5A;;Formas de PGTO;PIX: 1850,00;PLACA: RAX6E36 - KM: 413835 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Olivei";413835;105;"TRIB. APROX.: R$: 166,50 (FED), R$ 353,35 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 42CA5A;;Formas de PGTO;PIX: 1850,00;PLACA: RAX6E36 - KM: 413835 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis c"
51260661677503000190550020000025261014338355.xml;61677503000190;POSTO MACEDO ITAUBA;RAU3I63;70;RESUMO PAGAMENTO: 1200,10|  - POS DEBITO: R$ 1200,10|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 210,20-Sequencia:1433835 -Terminal:CAIXA01 -Op:MONIELI C:71743 E:79675 -Placa:RAU3I63 -km:475446 -media:15.06 k/l|Trib aprox R$108,01 Fed, R$229,22 ;475446;105;RESUMO PAGAMENTO: 1200,10|  - POS DEBITO: R$ 1200,10|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 210,20-Sequencia:1433835 -Terminal:CAIXA01 -Op:MONIELI C:71743 E:79675 -Placa:RAU3I63 -km:475446 -media:15.06 k/l|Trib aprox R$108,01 Fed, R$229,22 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COF
51260661677503000190550030000021691014201769.xml;61677503000190;POSTO MACEDO ITAUBA;RAX6E36;70;RESUMO PAGAMENTO: 1866,04|  - TEF DEBITO: R$ 1866,04|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 331,80-Sequencia:1420176 -Terminal:CAIXA02 -Op:EMANUEL C:71743 E:79675 -Placa:RAX6E36 -km:407039 -media:3.32 k/l|Trib aprox R$167,94 Fed, R$356,41 E;407039;105;RESUMO PAGAMENTO: 1866,04|  - TEF DEBITO: R$ 1866,04|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 331,80-Sequencia:1420176 -Terminal:CAIXA02 -Op:EMANUEL C:71743 E:79675 -Placa:RAX6E36 -km:407039 -media:3.32 k/l|Trib aprox R$167,94 Fed, R$356,41 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFI
51260661677503000190550030000024351014248224.xml;61677503000190;POSTO MACEDO ITAUBA;RAQ5F96;70;RESUMO PAGAMENTO: 1058,04|  - POS DEBITO: R$ 1058,04|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 179,69-Sequencia:1424822 -Terminal:CAIXA02 -Op:EMANUEL C:71743 E:79675 -Placa:RAQ5F96 -km:423782|Trib aprox R$96,58 Fed, R$197,46 Est, R$0,00 Mun/Fo;423782;105;RESUMO PAGAMENTO: 1058,04|  - POS DEBITO: R$ 1058,04|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 179,69-Sequencia:1424822 -Terminal:CAIXA02 -Op:EMANUEL C:71743 E:79675 -Placa:RAQ5F96 -km:423782|Trib aprox R$96,58 Fed, R$197,46 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFINS
51260661677503000190550030000024881014255372.xml;61677503000190;POSTO MACEDO ITAUBA;RAQ5F96;70;RESUMO PAGAMENTO: 1036,94|  - POS DEBITO: R$ 1036,94|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 175,51-Sequencia:1425537 -Terminal:CAIXA02 -Op:ANGELINA C:71743 E:79675 -Placa:RAQ5F96 -km:424247 -media:2.89 k/l|Trib aprox R$94,81 Fed, R$193,02 E;424247;105;RESUMO PAGAMENTO: 1036,94|  - POS DEBITO: R$ 1036,94|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 175,51-Sequencia:1425537 -Terminal:CAIXA02 -Op:ANGELINA C:71743 E:79675 -Placa:RAQ5F96 -km:424247 -media:2.89 k/l|Trib aprox R$94,81 Fed, R$193,02 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFI
51260661677503000190550030000025471014265524.xml;61677503000190;POSTO MACEDO ITAUBA;RAQ5F96;70;RESUMO PAGAMENTO: 1172,59|  - POS DEBITO: R$ 1172,59|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 198,90-Sequencia:1426552 -Terminal:CAIXA02 -Op:CINTIA MARTINS C:71743 E:79675 -Placa:RAQ5F96 -km:424740 -media:2.71 k/l|Trib aprox R$107,10 Fed, R$2;424740;105;RESUMO PAGAMENTO: 1172,59|  - POS DEBITO: R$ 1172,59|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 198,90-Sequencia:1426552 -Terminal:CAIXA02 -Op:CINTIA MARTINS C:71743 E:79675 -Placa:RAQ5F96 -km:424740 -media:2.71 k/l|Trib aprox R$107,10 Fed, R$218,64 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no P
51260661677503000190550040000020011014233410.xml;61677503000190;POSTO MACEDO ITAUBA;RAU3I63;70;RESUMO PAGAMENTO: 1588,25|  - POS DEBITO: R$ 1588,25|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 273,67-Sequencia:1423341 -Terminal:CAIXA03 -Op:OSMAR C:71743 E:79675 -Placa:RAU3I63 -km:472741 -media:5.04 k/l|Trib aprox R$142,94 Fed, R$303,36 Est;472741;105;RESUMO PAGAMENTO: 1588,25|  - POS DEBITO: R$ 1588,25|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 273,67-Sequencia:1423341 -Terminal:CAIXA03 -Op:OSMAR C:71743 E:79675 -Placa:RAU3I63 -km:472741 -media:5.04 k/l|Trib aprox R$142,94 Fed, R$303,36 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFINS
51260661677503000190550040000020331014239039.xml;61677503000190;POSTO MACEDO ITAUBA;RAQ5F96;70;RESUMO PAGAMENTO: 1112,39|  - POS DEBITO: R$ 1112,39|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 188,42-Sequencia:1423903 -Terminal:CAIXA03 -Op:MONIELI C:71743 E:79675 -Placa:RAQ5F96 -km:422769 -media:12.64 k/l|Trib aprox R$101,67 Fed, R$207,17 ;422769;105;RESUMO PAGAMENTO: 1112,39|  - POS DEBITO: R$ 1112,39|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 188,42-Sequencia:1423903 -Terminal:CAIXA03 -Op:MONIELI C:71743 E:79675 -Placa:RAQ5F96 -km:422769 -media:12.64 k/l|Trib aprox R$101,67 Fed, R$207,17 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COF
51260661677503000190550040000020941014251026.xml;61677503000190;POSTO MACEDO ITAUBA;RAT8F79;98;RESUMO PAGAMENTO: 1603,85|  - POS DEBITO: R$ 1603,85|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 280,50-Sequencia:1425102 -Terminal:CAIXA03 -Op:RILARI C:71743 E:79675 -Placa:RAT8F79|Trib aprox R$144,35 Fed, R$306,34 Est, R$0,00 Mun/Fonte IBPT|MP;;0;
51260661677503000190550040000027131014371110.xml;61677503000190;POSTO MACEDO ITAUBA;RAU3I63;70;RESUMO PAGAMENTO: 839,62|  - POS DEBITO: R$ 839,62|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 147,06-Sequencia:1437111 -Terminal:CAIXA03 -Op:ELIZANA C:71743 E:79675 -Placa:RAU3I63 -km:476722 -media:10.15 k/l|Trib aprox R$75,57 Fed, R$160,37 Est;476722;105;RESUMO PAGAMENTO: 839,62|  - POS DEBITO: R$ 839,62|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 147,06-Sequencia:1437111 -Terminal:CAIXA03 -Op:ELIZANA C:71743 E:79675 -Placa:RAU3I63 -km:476722 -media:10.15 k/l|Trib aprox R$75,57 Fed, R$160,37 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFINS
51260661677503000190550050000014331014219457.xml;61677503000190;POSTO MACEDO ITAUBA;RAU3I63;70;RESUMO PAGAMENTO: 1527,76|  - POS DEBITO: R$ 1527,76|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 263,25-Sequencia:1421945 -Terminal:CAIXA04 -Op:JESSICA C:71743 E:79675 -Placa:RAU3I63 -km:471561 -media:16.58 k/l|Trib aprox R$137,50 Fed, R$291,80 ;471561;105;RESUMO PAGAMENTO: 1527,76|  - POS DEBITO: R$ 1527,76|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 263,25-Sequencia:1421945 -Terminal:CAIXA04 -Op:JESSICA C:71743 E:79675 -Placa:RAU3I63 -km:471561 -media:16.58 k/l|Trib aprox R$137,50 Fed, R$291,80 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COF
51260661677503000190550050000021011014393524.xml;61677503000190;POSTO MACEDO ITAUBA;RAU3I63;98;RESUMO PAGAMENTO: 1567,41|  - POS DEBITO: R$ 1567,41|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 278,28-Sequencia:1439352 -Terminal:CAIXA04 -Op:ROSE NEVES C:71743 E:79675 -Placa:RAU3I63|Trib aprox R$141,07 Fed, R$299,38 Est, R$0,00 Mun/Fonte IBP;;0;
51260670427489000168550010007709541386780227.xml;70427489000168;POSTO EXODO;RAS2G89;70;"TRIB. APROX.: R$: 43,26 (FED), R$ 91,80 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;; KM: 0 PLACA: RAS2G89 - MEDIA : 0,00:;MOTORISTA: Formas de PGTO;C. Debito: 480,65 - PIX - MAQUINA CIELO;Procon/MT - Av. Gen. Ramiro de Noronha, n 294 - 1 andar - Jardim Cuiaba, Cuiaba - MT, CEP: 78043-180;Tele";;0;
51260700345307000124550040008299081001067457.xml;00345307000124;POSTO REDENTOR;RAT8F79;70;PROCON Cuiaba/MTEndereco: Av. Historiador Rubens de Mendonca, 917 - Jardim Aeroporto, Cuiaba - MTTelefone (65) 3613-2100 - Cliente: 37667 Vendedor: 62921 - ALDERLANY MIRANDA SANTOS [F] Pedidos: 128470, Dinheiro - PIX , PLACA: RAT8F79/MT, HORIMETRO: , KM: 485751, Frentista(s): [62922-ANDRE PELICER SI;485751;105;PROCON Cuiaba/MTEndereco: Av. Historiador Rubens de Mendonca, 917 - Jardim Aeroporto, Cuiaba - MTTelefone (65) 3613-2100 - Cliente: 37667 Vendedor: 62921 - ALDERLANY MIRANDA SANTOS [F] Pedidos: 128470, Dinheiro - PIX , PLACA: RAT8F79/MT, HORIMETRO: , KM: 485751, Frentista(s): [62922-ANDRE PELICER SILVA [F]] Valor Aprox. Trib: 120,12 Fed.254,92 Est. Fonte: IBPT 26.1.L
51260705678551000122550010000738871185185825.xml;05678551000122;NACIONAL GAS;RAQ3J90;100;tag oficial veicTransp/reboque;;0;
51260709508324000100550010001180821914373086.xml;09508324000100;POSTO GUARA;RAQ5F96;98;Motorista:ADRIANO |Observacao:CLIENTE.:34391-D. BARBIERO & CIA LTDA CPF/CNPJ:15.209.274/0001-62 IE:13464001-2 ENDERECO:R AV. VITORIA DO NORTE , 140140 CIDADE..:IPIRANGA DO NORTE-MT CEP:78.578-000|PLACA: RAQ5F96 |KM: 431619 MED:96,49 |OPERADOR: ELOISA DJENIFER ALVES FERREIRA| ICMS monofasico sobre co;431619;110;odometro: 431619
51260711512642000196550010004669931542431079.xml;11512642000196;ESTACAO AGUIA 163;RAT8F79;98;#CF:B17 EI14484017,66 EF14484221,46 V203,790 Trib aprox R$: 6,92 Federal e 264,29 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 481874 MOT: MIRO REQ: MEDIA: 16,59 Km/Litro Atendente: 85783-BENLOVE DOLNE [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (;481874;110;#CF:B17 EI14484017,66 EF14484221,46 V203,790 Trib aprox R$: 6,92 Federal e 264,29 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 481874 MOT: MIRO REQ: MEDIA: 16,59 Km/Litro Atendente: 85783-BENLOVE DOLNE [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAT8F79 Odometro: 481874Marca= Adaptive Modelo= NFCE N= F8E88EC1E74A493BB716A8|
51260711512642000196550010004674651800169056.xml;11512642000196;ESTACAO AGUIA 163;RAT8F79;98;#CF:B24 EI7977517,930 EF7977777,940 V260,000 Trib aprox R$: 8,63 Federal e 329,74 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 482660 MOT: MIRO REQ: MEDIA: 3,02 Km/Litro Atendente: 73220-JOSE RONIBELCIO ARAUJO DA SILVA [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIAB;482660;110;#CF:B24 EI7977517,930 EF7977777,940 V260,000 Trib aprox R$: 8,63 Federal e 329,74 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 482660 MOT: MIRO REQ: MEDIA: 3,02 Km/Litro Atendente: 73220-JOSE RONIBELCIO ARAUJO DA SILVA [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAT8F79 Odometro: 482660Marca= Adaptive Modelo= NFCE N= 06A991
51260711512642000196550010004688861275420258.xml;11512642000196;ESTACAO AGUIA 163;RAQ5F96;98;#CF:B24 EI8004950,390 EF8005166,390 V216,000 #CF:B27 EI0533516,120 EF0533526,800 V10,680 Trib aprox R$: 12,90 Federal e 275,64 Estadual Fonte: IBPT 5oi7eW PLACA: RAQ-5F96 ODOM: 431035 MOT: ADRIANO REQ: MEDIA: 38,62 Km/Litro Atendente: 73220-JOSE RONIBELCIO ARAUJO DA SILVA [F] PROCON/MT - AV. GENERAL;431035;110;#CF:B24 EI8004950,390 EF8005166,390 V216,000 #CF:B27 EI0533516,120 EF0533526,800 V10,680 Trib aprox R$: 12,90 Federal e 275,64 Estadual Fonte: IBPT 5oi7eW PLACA: RAQ-5F96 ODOM: 431035 MOT: ADRIANO REQ: MEDIA: 38,62 Km/Litro Atendente: 73220-JOSE RONIBELCIO ARAUJO DA SILVA [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAQ5F96 Odome
51260711512642000196550010004688871976861304.xml;11512642000196;ESTACAO AGUIA 163;RAT8F79;98;#CF:B23 EI9657499,430 EF9657738,450 V239,010 Trib aprox R$: 7,94 Federal e 303,12 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 484713 MOT: MIRO REQ: MEDIA: 8,59 Km/Litro Atendente: 73220-JOSE RONIBELCIO ARAUJO DA SILVA [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIAB;484713;110;#CF:B23 EI9657499,430 EF9657738,450 V239,010 Trib aprox R$: 7,94 Federal e 303,12 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 484713 MOT: MIRO REQ: MEDIA: 8,59 Km/Litro Atendente: 73220-JOSE RONIBELCIO ARAUJO DA SILVA [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAT8F79 Odometro: 484713Marca= Adaptive Modelo= NFCE N= 06A991
51260711512642000196550010004692431342303178.xml;11512642000196;ESTACAO AGUIA 163;RAS2G89;98;#CF:B11 EI4870086,950 EF4870138,000 V51,050 Trib aprox R$: 1,73 Federal e 66,21 Estadual Fonte: IBPT 5oi7eW PLACA: RAS-2G89 ODOM: 1 MOT: . REQ: MEDIA: 0,02 Km/Litro Atendente: 82849-ELVILEN KELVIN MARTINS DOS SANTOS [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., T;;0;
51260711512642000196550010004693931968259921.xml;11512642000196;ESTACAO AGUIA 163;RAQ5F96;98;#CF:B23 EI9669530,410 EF9669750,430 V220,020 #CF:B27 EI0534387,260 EF0534405,620 V18,360 Trib aprox R$: 17,15 Federal e 281,97 Estadual Fonte: IBPT 5oi7eW PLACA: RAQ-5F96 ODOM: 431928 MOT: ADRIANO REQ: MEDIA: 3,75 Km/Litro Atendente: 86535-JAMES ALBERT [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, ;431928;110;#CF:B23 EI9669530,410 EF9669750,430 V220,020 #CF:B27 EI0534387,260 EF0534405,620 V18,360 Trib aprox R$: 17,15 Federal e 281,97 Estadual Fonte: IBPT 5oi7eW PLACA: RAQ-5F96 ODOM: 431928 MOT: ADRIANO REQ: MEDIA: 3,75 Km/Litro Atendente: 86535-JAMES ALBERT [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAQ5F96 Odometro: 431928Marca= Ad
51260711512642000196550010004693991392150597.xml;11512642000196;ESTACAO AGUIA 163;RAT8F79;98;#CF:B17 EI14551154,21 EF14551269,49 V115,280 Trib aprox R$: 3,83 Federal e 146,20 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 185369 MOT: MIRO REQ: MEDIA: 1.607,99 Km/Litro Atendente: 91461-CARLOS ENRIQUE RODRIGUEZ [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/M;185369;110;#CF:B17 EI14551154,21 EF14551269,49 V115,280 Trib aprox R$: 3,83 Federal e 146,20 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 185369 MOT: MIRO REQ: MEDIA: 1.607,99 Km/Litro Atendente: 91461-CARLOS ENRIQUE RODRIGUEZ [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAT8F79 Odometro: 185369Marca= Adaptive Modelo= NFCE N= 93B2C7442
51260711512642000196550010004713731070927730.xml;11512642000196;ESTACAO AGUIA 163;RAQ5F96;98;#CF:B24 EI8054338,920 EF8054569,800 V230,870 #CF:B27 EI0538521,030 EF0538534,770 V13,740 Trib aprox R$: 15,03 Federal e 294,99 Estadual Fonte: IBPT 5oi7eW PLACA: RAQ-5F96 ODOM: 434043 MOT: 1 REQ: MEDIA: 0,00 Km/Litro Atendente: 86535-JAMES ALBERT [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-;434043;110;#CF:B24 EI8054338,920 EF8054569,800 V230,870 #CF:B27 EI0538521,030 EF0538534,770 V13,740 Trib aprox R$: 15,03 Federal e 294,99 Estadual Fonte: IBPT 5oi7eW PLACA: RAQ-5F96 ODOM: 434043 MOT: 1 REQ: MEDIA: 0,00 Km/Litro Atendente: 86535-JAMES ALBERT [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAQ5F96 Odometro: 434043Marca= Adaptive
51260711512642000196550010004717461705350544.xml;11512642000196;ESTACAO AGUIA 163;RAT8F79;98;#CF:B20 EI8181273,280 EF8181465,960 V192,670 Trib aprox R$: 6,40 Federal e 244,35 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 486385 MOT: MIRO REQ: MEDIA: 1.562,34 Km/Litro Atendente: 85783-BENLOVE DOLNE [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFON;486385;110;#CF:B20 EI8181273,280 EF8181465,960 V192,670 Trib aprox R$: 6,40 Federal e 244,35 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 486385 MOT: MIRO REQ: MEDIA: 1.562,34 Km/Litro Atendente: 85783-BENLOVE DOLNE [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAT8F79 Odometro: 486385Marca= Adaptive Modelo= NFCE N= 06A9913DCB1745A28FA9
51260711512642000196550010004720901750349210.xml;11512642000196;ESTACAO AGUIA 163;RAQ5F96;98;#CF:B24 EI8068037,950 EF8068237,870 V199,910 #CF:B27 EI0539871,960 EF0539884,740 V12,770 Trib aprox R$: 13,49 Federal e 255,57 Estadual Fonte: IBPT 5oi7eW PLACA: RAQ-5F96 ODOM: 434584 MOT: ADRIANO REQ: MEDIA: 2,54 Km/Litro Atendente: 78580-TAIGOR RUAN SERRAO ARAUJO [F] PROCON/MT - AV. GENERAL RAMIRO;434584;110;#CF:B24 EI8068037,950 EF8068237,870 V199,910 #CF:B27 EI0539871,960 EF0539884,740 V12,770 Trib aprox R$: 13,49 Federal e 255,57 Estadual Fonte: IBPT 5oi7eW PLACA: RAQ-5F96 ODOM: 434584 MOT: ADRIANO REQ: MEDIA: 2,54 Km/Litro Atendente: 78580-TAIGOR RUAN SERRAO ARAUJO [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAQ5F96 Odometro: 43
51260715369846000170550010004067701287244090.xml;15369846000170;RODOMOLAS AUTO PECAS LTDA;;0;;;0;
51260724969636000104550010003558471051526873.xml;24969636000104;AUTO PECAS UNIAO MATRIZ;;0;;;0;
51260731141819000283550010002574871003686740.xml;31141819000283;POSTO RODOBRAS - MUTUM;RAQF96;75;PLACA: RAQF96 KM: 433376 | Tributacao monofasica do ICMS conforme Convenio ICMS 199/2022, alterado pelo Convenio ICMS 113/2025. | Tributos aproximados: R$ 102.36 (9.16%) Federal, R$ 207.42 (18.56%) Estadual, R$ 0.00 (0.00%) Municipal |  - Fonte: IBPT - MT  42CA5A |  | FORMA DE PAGAMENTO: |       POS;433376;105;PLACA: RAQF96 KM: 433376 | Tributacao monofasica do ICMS conforme Convenio ICMS 199/2022, alterado pelo Convenio ICMS 113/2025. | Tributos aproximados: R$ 102.36 (9.16%) Federal, R$ 207.42 (18.56%) Estadual, R$ 0.00 (0.00%) Municipal |  - Fonte: IBPT - MT  42CA5A |  | FORMA DE PAGAMENTO: |       POS - VISA DEBITO - GETNET: 1.098,15 | PROCON/MT - Sede do Ganha Tempo - Praca Ipiranga - Travessa Paes
51260736381687000108550030000267991004354069.xml;36381687000108;AUTO POSTO FIGUEIRA;RAT8F79;70;RESUMO PAGAMENTO: 1044,23|  - DEPOSITO: R$ 1044,23|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 167,59-Sequencia:435406 -Terminal:CAIXA_02 -Op:JAINE C:1954 E:1954 -Placa:RAT8F79 -km:487564 -media:24.77 k/l|Trib aprox R$93,98 Fed, R$199,45 Est, R$;487564;105;RESUMO PAGAMENTO: 1044,23|  - DEPOSITO: R$ 1044,23|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 167,59-Sequencia:435406 -Terminal:CAIXA_02 -Op:JAINE C:1954 E:1954 -Placa:RAT8F79 -km:487564 -media:24.77 k/l|Trib aprox R$93,98 Fed, R$199,45 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFINS
51260736381687000108550030000268441004358592.xml;36381687000108;AUTO POSTO FIGUEIRA;RAT8F79;70;RESUMO PAGAMENTO: 1524,78|  - DEPOSITO: R$ 1524,78|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 244,72-Sequencia:435859 -Terminal:CAIXA_02 -Op:VENILSON C:1954 E:1954 -Placa:RAT8F79 -km:488210 -media:3.09 k/l -MOTORISTAMIRO|Trib aprox R$137,23 Fed;488210;105;RESUMO PAGAMENTO: 1524,78|  - DEPOSITO: R$ 1524,78|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 244,72-Sequencia:435859 -Terminal:CAIXA_02 -Op:VENILSON C:1954 E:1954 -Placa:RAT8F79 -km:488210 -media:3.09 k/l -MOTORISTAMIRO|Trib aprox R$137,23 Fed, R$291,23 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao
51260736381687000108550110000009971004292491.xml;36381687000108;AUTO POSTO FIGUEIRA;RAT8F79;70;RESUMO PAGAMENTO: 1031,68|  - DEPOSITO: R$ 1031,68|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 165,58-Sequencia:429249 -Terminal:CAIXA_06 -Op:ALLAN C:1954 E:1954 -Placa:RAT8F79 -km:483369 -media:18.73 k/l|Trib aprox R$92,85 Fed, R$197,05 Est, R$;483369;105;RESUMO PAGAMENTO: 1031,68|  - DEPOSITO: R$ 1031,68|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 165,58-Sequencia:429249 -Terminal:CAIXA_06 -Op:ALLAN C:1954 E:1954 -Placa:RAT8F79 -km:483369 -media:18.73 k/l|Trib aprox R$92,85 Fed, R$197,05 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFINS
